plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_up_dir	6h_up_dff	6h_up_scat	6h_bottom_dir	6h_bottom_dff	6h_bottom_scat	6h_totalPPFD	7h_up_dir	7h_up_dff	7h_up_scat	7h_bottom_dir	7h_bottom_dff	7h_bottom_scat	7h_totalPPFD	8h_up_dir	8h_up_dff	8h_up_scat	8h_bottom_dir	8h_bottom_dff	8h_bottom_scat	8h_totalPPFD	9h_up_dir	9h_up_dff	9h_up_scat	9h_bottom_dir	9h_bottom_dff	9h_bottom_scat	9h_totalPPFD	10h_up_dir	10h_up_dff	10h_up_scat	10h_bottom_dir	10h_bottom_dff	10h_bottom_scat	10h_totalPPFD	11h_up_dir	11h_up_dff	11h_up_scat	11h_bottom_dir	11h_bottom_dff	11h_bottom_scat	11h_totalPPFD	12h_up_dir	12h_up_dff	12h_up_scat	12h_bottom_dir	12h_bottom_dff	12h_bottom_scat	12h_totalPPFD	13h_up_dir	13h_up_dff	13h_up_scat	13h_bottom_dir	13h_bottom_dff	13h_bottom_scat	13h_totalPPFD	14h_up_dir	14h_up_dff	14h_up_scat	14h_bottom_dir	14h_bottom_dff	14h_bottom_scat	14h_totalPPFD	15h_up_dir	15h_up_dff	15h_up_scat	15h_bottom_dir	15h_bottom_dff	15h_bottom_scat	15h_totalPPFD	16h_up_dir	16h_up_dff	16h_up_scat	16h_bottom_dir	16h_bottom_dff	16h_bottom_scat	16h_totalPPFD	17h_up_dir	17h_up_dff	17h_up_scat	17h_bottom_dir	17h_bottom_dff	17h_bottom_scat	17h_totalPPFD	18h_up_dir	18h_up_dff	18h_up_scat	18h_bottom_dir	18h_bottom_dff	18h_bottom_scat	18h_totalPPFD	
1	1.00	2.00	0.66	0.00	5.66	3.55	22.26	6.76	4.96	23.15	6.25	3.04	22.26	0.00	0.0000	0.0000	0.7781	0.00	9.86	0.00	56.79	139.96	0.00	206.61	0.00	18.51	0.00	536.45	262.79	0.00	817.74	0.00	21.86	0.00	1001.59	310.39	0.00	1333.84	0.00	23.48	0.00	1430.95	333.44	0.00	1787.88	0.00	24.34	0.00	1702.62	345.64	0.00	2072.60	0.00	24.77	0.00	1770.95	351.74	0.00	2147.46	0.00	24.90	0.00	1734.61	353.61	0.00	2113.13	0.00	24.77	0.00	1472.23	351.74	0.00	1848.75	0.00	24.34	0.00	1103.90	345.64	0.00	1473.87	0.00	23.48	0.00	671.67	333.44	0.00	1028.60	0.00	21.86	0.00	226.78	310.39	0.00	559.03	28.23	18.51	0.00	0.00	262.79	0.00	309.53	41.98	9.86	0.00	0.00	139.96	0.00	191.80	
1	1.00	2.00	0.94	0.00	5.29	6.21	23.15	5.96	6.99	23.59	6.76	4.96	23.15	0.00	0.0000	0.0000	1.0791	0.00	4.26	0.00	52.50	153.52	0.00	210.29	0.00	8.01	0.00	462.46	288.25	0.00	758.72	0.00	9.46	0.00	926.68	340.47	0.00	1276.60	0.00	10.16	0.00	1432.00	365.76	0.00	1807.91	0.00	10.53	0.00	1673.02	379.13	0.00	2062.68	0.00	10.72	0.00	1769.41	385.83	0.00	2165.96	0.00	10.77	0.00	1667.80	387.88	0.00	2066.46	0.00	10.72	0.00	1523.23	385.83	0.00	1919.78	0.00	10.53	0.00	1200.80	379.13	0.00	1590.46	0.00	10.16	0.00	768.64	365.76	0.00	1144.56	0.00	9.46	0.00	306.62	340.47	0.00	656.55	0.00	8.01	0.00	11.63	288.25	0.00	307.89	35.00	4.26	0.00	0.00	153.52	0.00	192.79	
1	1.00	4.00	0.27	0.00	1.63	0.48	22.27	2.60	1.06	23.91	1.51	0.66	22.27	0.00	0.0000	0.0000	0.2154	55.24	142.46	0.00	0.00	42.74	0.00	240.44	510.09	267.47	0.00	0.00	80.24	0.00	857.80	955.97	315.92	0.00	0.00	94.78	0.00	1366.67	1107.95	339.39	0.00	0.00	101.82	0.00	1549.15	1487.30	351.80	0.00	0.00	105.54	0.00	1944.64	1464.81	358.01	0.00	0.00	107.40	0.00	1930.23	1285.67	359.92	0.00	0.00	107.97	0.00	1753.56	770.95	358.01	0.00	0.00	107.40	0.00	1236.37	743.65	351.80	0.00	0.00	105.54	0.00	1200.99	263.80	339.39	0.00	0.00	101.82	0.00	705.00	0.00	315.92	0.00	34.14	94.78	0.00	444.84	0.00	267.47	0.00	262.33	80.24	0.00	610.04	0.00	142.46	0.00	73.66	42.74	0.00	258.85	
1	1.00	4.00	0.54	0.00	1.51	0.66	22.27	2.60	1.06	23.91	2.20	1.70	23.93	0.00	0.0000	0.0000	0.7550	53.03	136.13	0.00	0.00	26.41	0.00	215.57	498.87	255.59	0.00	0.00	49.59	0.00	804.06	934.95	301.90	0.00	0.00	58.58	0.00	1295.42	1143.78	324.32	0.00	0.00	62.93	0.00	1531.03	1427.05	336.18	0.00	0.00	65.23	0.00	1828.45	1429.46	342.12	0.00	0.00	66.38	0.00	1837.95	1329.43	343.93	0.00	0.00	66.73	0.00	1740.10	1121.57	342.12	0.00	0.00	66.38	0.00	1530.07	694.24	336.18	0.00	0.00	65.23	0.00	1095.64	285.95	324.32	0.00	0.00	62.93	0.00	673.19	0.00	301.90	0.00	38.96	58.58	0.00	399.43	0.00	255.59	0.00	261.91	49.59	0.00	567.09	0.00	136.13	0.00	78.54	26.41	0.00	241.09	
1	1.00	4.00	1.09	0.00	2.60	1.06	23.91	2.82	1.19	24.28	2.20	1.70	23.93	0.00	0.0000	0.0000	0.1697	55.63	162.66	0.00	0.00	36.15	0.00	254.44	499.23	305.41	0.00	0.00	67.87	0.00	872.51	823.01	360.74	0.00	0.00	80.16	0.00	1263.91	1204.86	387.53	0.00	0.00	86.12	0.00	1678.51	1372.34	401.70	0.00	0.00	89.27	0.00	1863.30	1467.18	408.80	0.00	0.00	90.84	0.00	1966.82	1223.36	410.97	0.00	0.00	91.33	0.00	1725.65	1075.93	408.80	0.00	0.00	90.84	0.00	1575.57	771.94	401.70	0.00	0.00	89.27	0.00	1262.90	334.68	387.53	0.00	0.00	86.12	0.00	808.33	0.00	360.74	0.00	129.95	80.16	0.00	570.85	0.00	305.41	0.00	258.86	67.87	0.00	632.14	0.00	162.66	0.00	78.99	36.15	0.00	277.80	
1	1.00	4.00	0.27	0.00	1.63	0.48	22.27	2.60	1.06	23.91	1.74	0.30	22.26	0.00	0.0000	0.0000	0.2102	0.00	7.30	0.00	53.01	116.76	0.00	177.07	0.00	13.70	0.00	522.61	219.23	0.00	755.54	0.00	16.18	0.00	979.43	258.94	0.00	1254.56	0.00	17.39	0.00	1189.20	278.17	0.00	1484.76	0.00	18.02	0.00	1385.28	288.35	0.00	1691.65	0.00	18.34	0.00	1500.76	293.44	0.00	1812.55	0.00	18.44	0.00	1317.22	295.00	0.00	1630.66	0.00	18.34	0.00	1105.83	293.44	0.00	1417.61	0.00	18.02	0.00	623.38	288.35	0.00	929.74	0.00	17.39	0.00	270.27	278.17	0.00	565.83	69.96	16.18	0.00	0.00	258.94	0.00	345.09	268.77	13.70	0.00	0.00	219.23	0.00	501.70	79.06	7.30	0.00	0.00	116.76	0.00	203.12	
1	1.00	4.00	0.54	0.00	1.74	0.30	22.26	2.60	1.06	23.91	3.00	0.42	23.90	0.00	0.0000	0.0000	0.7543	0.00	22.37	0.00	52.07	99.64	0.00	174.08	0.00	42.00	0.00	499.27	187.08	0.00	728.34	0.00	49.60	0.00	974.68	220.97	0.00	1245.25	0.00	53.29	0.00	1189.88	237.38	0.00	1480.55	0.00	55.24	0.00	1428.19	246.06	0.00	1729.49	0.00	56.21	0.00	1452.61	250.40	0.00	1759.23	0.00	56.51	0.00	1261.68	251.74	0.00	1569.93	0.00	56.21	0.00	1034.44	250.40	0.00	1341.05	0.00	55.24	0.00	733.40	246.06	0.00	1034.69	0.00	53.29	0.00	271.11	237.38	0.00	561.78	77.97	49.60	0.00	0.00	220.97	0.00	348.55	262.12	42.00	0.00	0.00	187.08	0.00	491.19	76.35	22.37	0.00	0.00	99.64	0.00	198.36	
1	1.00	4.00	1.09	0.00	2.60	1.06	23.91	2.82	1.19	24.28	3.00	0.42	23.90	0.00	0.0000	0.0000	0.1697	0.00	36.16	0.00	54.53	72.31	0.00	162.99	0.00	67.89	0.00	499.35	135.77	0.00	703.01	0.00	80.18	0.00	996.51	160.37	0.00	1237.06	0.00	86.14	0.00	1272.10	172.28	0.00	1530.51	0.00	89.29	0.00	1458.46	178.58	0.00	1726.32	0.00	90.87	0.00	1271.86	181.73	0.00	1544.46	0.00	91.35	0.00	1427.59	182.70	0.00	1701.64	0.00	90.87	0.00	978.35	181.73	0.00	1250.95	0.00	89.29	0.00	686.33	178.58	0.00	954.20	0.00	86.14	0.00	267.81	172.28	0.00	526.22	0.00	80.18	0.00	0.00	160.37	0.00	240.55	295.91	67.89	0.00	0.00	135.77	0.00	499.57	70.11	36.16	0.00	0.00	72.31	0.00	178.57	
2	1.00	2.00	0.10	0.00	1.70	21.94	20.79	2.47	20.18	21.36	2.24	22.17	20.78	0.00	0.0000	0.0000	0.5881	0.00	190.39	0.00	0.00	2.61	0.00	192.99	58.70	357.46	0.00	0.00	4.90	0.00	421.06	412.54	422.22	0.00	0.00	5.78	0.00	840.54	792.04	453.58	0.00	0.00	6.21	0.00	1251.83	1163.42	470.16	0.00	0.00	6.44	0.00	1640.02	1552.58	478.47	0.00	0.00	6.55	0.00	2037.60	1677.05	481.01	0.00	0.00	6.59	0.00	2164.65	1778.41	478.47	0.00	0.00	6.55	0.00	2263.43	1633.74	470.16	0.00	0.00	6.44	0.00	2110.34	1294.30	453.58	0.00	0.00	6.21	0.00	1754.10	1012.59	422.22	0.00	0.00	5.78	0.00	1440.59	496.27	357.46	0.00	0.00	4.90	0.00	858.63	0.00	190.39	0.00	0.00	2.61	0.00	192.99	
2	1.00	2.00	0.19	0.00	2.24	22.17	20.78	2.47	20.18	21.36	4.31	20.99	21.33	0.00	0.0000	0.0000	2.0080	0.00	144.38	0.00	9.12	3.06	0.00	156.56	64.08	271.08	0.00	0.00	5.74	0.00	340.90	399.12	320.18	0.00	0.00	6.78	0.00	726.08	763.87	343.97	0.00	0.00	7.28	0.00	1115.12	1210.82	356.54	0.00	0.00	7.55	0.00	1574.91	1513.09	362.84	0.00	0.00	7.68	0.00	1883.62	1714.94	364.77	0.00	0.00	7.72	0.00	2087.43	1777.68	362.84	0.00	0.00	7.68	0.00	2148.20	1653.10	356.54	0.00	0.00	7.55	0.00	2017.19	1318.39	343.97	0.00	0.00	7.28	0.00	1669.63	955.68	320.18	0.00	0.00	6.78	0.00	1282.64	522.05	271.08	0.00	0.00	5.74	0.00	798.86	0.00	144.38	0.00	0.00	3.06	0.00	147.43	
2	1.00	2.00	0.19	0.00	2.24	22.17	20.78	4.31	20.99	21.33	4.47	21.06	21.33	0.00	0.0000	0.0000	0.1736	0.00	167.86	0.00	19.58	0.00	0.00	187.44	54.23	315.17	0.00	0.00	0.00	0.00	369.40	423.47	372.26	0.00	0.00	0.00	0.00	795.73	981.59	399.91	0.00	0.00	0.00	0.00	1381.50	1425.49	414.53	0.00	0.00	0.00	0.00	1840.02	1529.98	421.85	0.00	0.00	0.00	0.00	1951.84	1694.32	424.10	0.00	0.00	0.00	0.00	2118.42	1625.61	421.85	0.00	0.00	0.00	0.00	2047.46	1844.75	414.53	0.00	0.00	0.00	0.00	2259.28	1374.22	399.91	0.00	0.00	0.00	0.00	1774.13	1101.03	372.26	0.00	0.00	0.00	0.00	1473.29	469.99	315.17	0.00	0.00	0.00	0.00	785.15	0.00	167.86	0.00	0.00	0.00	0.00	167.86	
2	1.00	2.00	0.38	0.00	2.47	20.18	21.36	3.25	18.43	21.93	4.31	20.99	21.33	0.00	0.0000	0.0000	2.0096	0.00	141.21	0.00	12.31	3.05	0.00	156.57	64.03	265.13	0.00	0.00	5.73	0.00	334.90	406.12	313.16	0.00	0.00	6.77	0.00	726.06	819.81	336.42	0.00	0.00	7.27	0.00	1163.51	1209.88	348.72	0.00	0.00	7.54	0.00	1566.14	1511.91	354.89	0.00	0.00	7.67	0.00	1874.47	1704.99	356.77	0.00	0.00	7.71	0.00	2069.47	1743.24	354.89	0.00	0.00	7.67	0.00	2105.80	1644.56	348.72	0.00	0.00	7.54	0.00	2000.83	1402.16	336.42	0.00	0.00	7.27	0.00	1745.86	1006.16	313.16	0.00	0.00	6.77	0.00	1326.09	518.52	265.13	0.00	0.00	5.73	0.00	789.38	1.50	141.21	0.00	0.00	3.05	0.00	145.77	
2	1.00	2.00	0.48	0.00	4.31	20.99	21.33	3.25	18.43	21.93	5.08	19.24	21.90	0.00	0.0000	0.0000	1.9965	0.00	140.60	0.00	24.02	3.84	0.00	168.47	61.31	263.98	0.00	0.00	7.21	0.00	332.51	405.10	311.81	0.00	0.00	8.52	0.00	725.42	808.11	334.96	0.00	0.00	9.15	0.00	1152.22	1210.50	347.21	0.00	0.00	9.49	0.00	1567.20	1521.81	353.35	0.00	0.00	9.65	0.00	1884.81	1698.81	355.22	0.00	0.00	9.71	0.00	2063.74	1729.71	353.35	0.00	0.00	9.65	0.00	2092.71	1648.03	347.21	0.00	0.00	9.49	0.00	2004.73	1394.27	334.96	0.00	0.00	9.15	0.00	1738.38	1012.74	311.81	0.00	0.00	8.52	0.00	1333.07	518.76	263.98	0.00	0.00	7.21	0.00	789.96	26.11	140.60	0.00	0.00	3.84	0.00	170.55	
2	1.00	2.00	0.38	0.00	4.31	20.99	21.33	5.08	19.24	21.90	4.47	21.06	21.33	0.00	0.0000	0.0000	0.1742	0.00	132.07	0.00	23.85	8.80	0.00	164.73	72.06	247.98	0.00	0.00	16.53	0.00	336.57	422.05	292.90	0.00	0.00	19.53	0.00	734.47	847.84	314.65	0.00	0.00	20.98	0.00	1183.47	1587.83	326.16	0.00	0.00	21.74	0.00	1935.73	1620.13	331.92	0.00	0.00	22.13	0.00	1974.18	1887.27	333.68	0.00	0.00	22.25	0.00	2243.20	1810.73	331.92	0.00	0.00	22.13	0.00	2164.78	1671.40	326.16	0.00	0.00	21.74	0.00	2019.30	1369.59	314.65	0.00	0.00	20.98	0.00	1705.22	1012.91	292.90	0.00	0.00	19.53	0.00	1325.33	540.47	247.98	0.00	0.00	16.53	0.00	804.98	31.44	132.07	0.00	0.00	8.80	0.00	172.31	
2	1.00	2.00	0.48	0.00	4.47	21.06	21.33	5.08	19.24	21.90	5.75	19.53	21.89	0.00	0.0000	0.0000	0.7283	0.00	126.36	0.00	24.63	4.21	0.00	155.21	81.88	237.26	0.00	0.00	7.91	0.00	327.04	393.71	280.24	0.00	0.00	9.34	0.00	683.29	826.80	301.05	0.00	0.00	10.04	0.00	1137.88	1159.39	312.06	0.00	0.00	10.40	0.00	1481.85	1504.51	317.57	0.00	0.00	10.59	0.00	1832.67	1710.66	319.26	0.00	0.00	10.64	0.00	2040.57	1732.47	317.57	0.00	0.00	10.59	0.00	2060.63	1659.12	312.06	0.00	0.00	10.40	0.00	1981.59	1372.80	301.05	0.00	0.00	10.04	0.00	1683.88	1009.51	280.24	0.00	0.00	9.34	0.00	1299.09	499.87	237.26	0.00	0.00	7.91	0.00	745.04	51.60	126.36	0.00	0.00	4.21	0.00	182.17	
2	1.00	2.00	0.67	0.00	3.25	18.43	21.93	4.03	16.68	22.50	5.08	19.24	21.90	0.00	0.0000	0.0000	2.0004	0.00	159.49	0.00	23.41	3.07	0.00	185.97	65.90	299.46	0.00	0.00	5.76	0.00	371.11	404.30	353.71	0.00	0.00	6.80	0.00	764.81	823.56	379.98	0.00	0.00	7.31	0.00	1210.85	1200.85	393.87	0.00	0.00	7.57	0.00	1602.30	1510.53	400.83	0.00	0.00	7.71	0.00	1919.06	1712.78	402.96	0.00	0.00	7.75	0.00	2123.49	1784.41	400.83	0.00	0.00	7.71	0.00	2192.95	1652.08	393.87	0.00	0.00	7.57	0.00	2053.53	1402.89	379.98	0.00	0.00	7.31	0.00	1790.18	1007.08	353.71	0.00	0.00	6.80	0.00	1367.59	522.45	299.46	0.00	0.00	5.76	0.00	827.67	53.62	159.49	0.00	0.00	3.07	0.00	216.18	
2	1.00	2.00	0.76	0.00	5.08	19.24	21.90	4.03	16.68	22.50	5.65	17.39	22.48	0.00	0.0000	0.0000	1.7760	0.00	154.60	0.00	23.92	0.86	0.00	179.39	61.85	290.28	0.00	0.00	1.62	0.00	353.75	405.72	342.86	0.00	0.00	1.92	0.00	750.49	812.48	368.32	0.00	0.00	2.06	0.00	1182.87	1213.25	381.79	0.00	0.00	2.13	0.00	1597.17	1505.10	388.54	0.00	0.00	2.17	0.00	1895.81	1714.87	390.60	0.00	0.00	2.18	0.00	2107.66	1748.16	388.54	0.00	0.00	2.17	0.00	2138.87	1647.72	381.79	0.00	0.00	2.13	0.00	2031.65	1388.26	368.32	0.00	0.00	2.06	0.00	1758.64	1014.29	342.86	0.00	0.00	1.92	0.00	1359.07	521.33	290.28	0.00	0.00	1.62	0.00	813.22	53.70	154.60	0.00	0.00	0.86	0.00	209.16	
2	1.00	2.00	0.67	0.00	5.08	19.24	21.90	5.65	17.39	22.48	5.75	19.53	21.89	0.00	0.0000	0.0000	0.7334	0.00	138.04	0.00	24.72	0.00	0.00	162.76	51.35	259.19	0.00	0.00	0.00	0.00	310.54	401.02	306.14	0.00	0.00	0.00	0.00	707.16	712.66	328.88	0.00	0.00	0.00	0.00	1041.54	1250.67	340.90	0.00	0.00	0.00	0.00	1591.57	1562.07	346.93	0.00	0.00	0.00	0.00	1909.00	1604.51	348.77	0.00	0.00	0.00	0.00	1953.28	1788.46	346.93	0.00	0.00	0.00	0.00	2135.39	1727.11	340.90	0.00	0.00	0.00	0.00	2068.02	1223.92	328.88	0.00	0.00	0.00	0.00	1552.79	1012.59	306.14	0.00	0.00	0.00	0.00	1318.73	432.24	259.19	0.00	0.00	0.00	0.00	691.43	54.33	138.04	0.00	0.00	0.00	0.00	192.38	
2	1.00	2.00	0.95	0.00	4.03	16.68	22.50	4.42	15.80	22.79	5.65	17.39	22.48	0.00	0.0000	0.0000	0.8891	0.00	132.84	0.00	24.21	0.00	0.00	157.05	60.01	249.42	0.00	0.00	0.00	0.00	309.43	405.21	294.60	0.00	0.00	0.00	0.00	699.81	817.85	316.48	0.00	0.00	0.00	0.00	1134.33	1228.10	328.06	0.00	0.00	0.00	0.00	1556.15	1512.54	333.85	0.00	0.00	0.00	0.00	1846.39	1693.25	335.63	0.00	0.00	0.00	0.00	2028.88	1755.30	333.85	0.00	0.00	0.00	0.00	2089.15	1670.21	328.06	0.00	0.00	0.00	0.00	1998.27	1405.68	316.48	0.00	0.00	0.00	0.00	1722.16	1008.88	294.60	0.00	0.00	0.00	0.00	1303.48	525.96	249.42	0.00	0.00	0.00	0.00	775.38	53.31	132.84	0.00	0.00	0.00	0.00	186.15	
2	1.00	2.00	0.10	0.00	1.70	21.94	20.79	2.47	20.18	21.36	1.16	21.70	20.80	0.00	0.0000	0.0000	0.5921	0.00	0.00	0.00	0.00	137.30	0.00	137.30	0.00	0.00	0.00	74.21	257.79	0.00	331.99	0.00	0.00	0.00	372.52	304.49	0.00	677.00	0.00	0.00	0.00	786.73	327.10	0.00	1113.83	0.00	0.00	0.00	1204.79	339.06	0.00	1543.85	0.00	0.00	0.00	1514.12	345.05	0.00	1859.18	0.00	0.00	0.00	1665.80	346.89	0.00	2012.69	0.00	0.00	0.00	1682.36	345.05	0.00	2027.41	0.00	0.00	0.00	1671.96	339.06	0.00	2011.02	0.00	0.00	0.00	1343.19	327.10	0.00	1670.29	0.00	0.00	0.00	1005.80	304.49	0.00	1310.28	0.00	0.00	0.00	508.85	257.79	0.00	766.63	0.00	0.00	0.00	0.00	137.30	0.00	137.30	
2	1.00	2.00	0.19	0.00	1.16	21.70	20.80	2.47	20.18	21.36	0.64	19.38	21.39	0.00	0.0000	0.0000	1.9975	0.00	0.77	0.00	0.00	149.74	0.00	150.51	0.00	1.44	0.00	67.56	281.15	0.00	350.16	0.00	1.70	0.00	415.94	332.08	0.00	749.72	0.00	1.83	0.00	813.39	356.75	0.00	1171.97	0.00	1.90	0.00	1202.61	369.79	0.00	1574.30	0.00	1.93	0.00	1496.11	376.33	0.00	1874.37	0.00	1.94	0.00	1723.95	378.33	0.00	2104.21	0.00	1.93	0.00	1770.39	376.33	0.00	2148.65	0.00	1.90	0.00	1639.92	369.79	0.00	2011.61	0.00	1.83	0.00	1382.19	356.75	0.00	1740.77	0.00	1.70	0.00	1004.87	332.08	0.00	1338.66	0.00	1.44	0.00	334.67	281.15	0.00	617.27	0.00	0.77	0.00	0.28	149.74	0.00	150.79	
2	1.00	2.00	0.19	0.00	1.16	21.70	20.80	0.64	19.38	21.39	0.48	19.31	21.39	0.00	0.0000	0.0000	0.1751	4.31	0.00	0.00	0.00	175.16	0.00	179.47	0.00	0.00	0.00	0.00	328.87	0.00	328.87	0.00	0.00	0.00	419.79	388.44	0.00	808.23	0.00	0.00	0.00	843.31	417.29	0.00	1260.60	0.00	0.00	0.00	1246.84	432.55	0.00	1679.39	0.00	0.00	0.00	1706.25	440.19	0.00	2146.45	0.00	0.00	0.00	1778.38	442.53	0.00	2220.91	0.00	0.00	0.00	1611.46	440.19	0.00	2051.65	0.00	0.00	0.00	1828.70	432.55	0.00	2261.25	0.00	0.00	0.00	1362.27	417.29	0.00	1779.56	0.00	0.00	0.00	1007.49	388.44	0.00	1395.93	0.00	0.00	0.00	537.58	328.87	0.00	866.44	0.00	0.00	0.00	8.63	175.16	0.00	183.78	
2	1.00	2.00	0.38	0.00	2.47	20.18	21.36	3.25	18.43	21.93	0.64	19.38	21.39	0.00	0.0000	0.0000	1.9964	0.00	2.31	0.00	0.00	145.22	0.00	147.52	0.00	4.33	0.00	61.31	272.65	0.00	338.29	0.00	5.11	0.00	401.44	322.05	0.00	728.59	0.00	5.49	0.00	768.31	345.96	0.00	1119.77	0.00	5.69	0.00	1210.57	358.61	0.00	1574.87	0.00	5.79	0.00	1521.89	364.95	0.00	1892.63	0.00	5.82	0.00	1716.24	366.89	0.00	2088.95	0.00	5.79	0.00	1788.01	364.95	0.00	2158.76	0.00	5.69	0.00	1662.71	358.61	0.00	2027.01	0.00	5.49	0.00	1303.28	345.96	0.00	1654.74	0.00	5.11	0.00	1020.16	322.05	0.00	1347.32	0.00	4.33	0.00	418.18	272.65	0.00	695.16	0.00	2.31	0.00	1.89	145.22	0.00	149.41	
2	1.00	2.00	0.48	0.00	0.64	19.38	21.39	3.25	18.43	21.93	1.42	17.63	21.96	0.00	0.0000	0.0000	1.9964	9.08	3.84	0.00	0.00	135.23	0.00	148.15	0.00	7.21	0.00	64.46	253.90	0.00	325.57	0.00	8.52	0.00	408.80	299.89	0.00	717.22	0.00	9.15	0.00	785.38	322.17	0.00	1116.71	0.00	9.49	0.00	1203.27	333.95	0.00	1546.71	0.00	9.65	0.00	1521.89	339.85	0.00	1871.39	0.00	9.71	0.00	1707.57	341.65	0.00	2058.93	0.00	9.65	0.00	1754.75	339.85	0.00	2104.25	0.00	9.49	0.00	1655.41	333.95	0.00	1998.85	0.00	9.15	0.00	1337.43	322.17	0.00	1668.75	0.00	8.52	0.00	1005.43	299.89	0.00	1313.85	0.00	7.21	0.00	512.50	253.90	0.00	773.62	0.00	3.84	0.00	53.92	135.23	0.00	192.99	
2	1.00	2.00	0.38	0.00	0.64	19.38	21.39	1.42	17.63	21.96	0.48	19.31	21.39	0.00	0.0000	0.0000	0.1745	17.31	0.00	0.00	0.00	166.97	0.00	184.28	0.00	0.00	0.00	53.94	313.50	0.00	367.44	0.00	0.00	0.00	463.36	370.29	0.00	833.65	0.00	0.00	0.00	846.21	397.79	0.00	1244.01	0.00	0.00	0.00	1251.14	412.34	0.00	1663.48	0.00	0.00	0.00	1426.78	419.62	0.00	1846.40	0.00	0.00	0.00	1685.37	421.85	0.00	2107.22	0.00	0.00	0.00	1617.02	419.62	0.00	2036.64	0.00	0.00	0.00	1584.78	412.34	0.00	1997.11	0.00	0.00	0.00	1432.06	397.79	0.00	1829.85	0.00	0.00	0.00	968.84	370.29	0.00	1339.13	0.00	0.00	0.00	521.45	313.50	0.00	834.95	0.00	0.00	0.00	41.11	166.97	0.00	208.08	
2	1.00	2.00	0.48	0.00	0.48	19.31	21.39	1.42	17.63	21.96	0.75	17.33	21.97	0.00	0.0000	0.0000	0.7345	25.19	0.00	0.00	0.00	123.21	0.00	148.40	0.00	0.00	0.00	64.09	231.33	0.00	295.42	0.00	0.00	0.00	400.38	273.23	0.00	673.62	0.00	0.00	0.00	819.80	293.53	0.00	1113.32	0.00	0.00	0.00	1228.85	304.26	0.00	1533.11	0.00	0.00	0.00	1536.98	309.64	0.00	1846.61	0.00	0.00	0.00	1696.18	311.28	0.00	2007.46	0.00	0.00	0.00	1717.80	309.64	0.00	2027.44	0.00	0.00	0.00	1645.07	304.26	0.00	1949.34	0.00	0.00	0.00	1407.58	293.53	0.00	1701.10	0.00	0.00	0.00	1020.98	273.23	0.00	1294.21	0.00	0.00	0.00	508.46	231.33	0.00	739.78	0.00	0.00	0.00	55.79	123.21	0.00	178.99	
2	1.00	2.00	0.67	0.00	3.25	18.43	21.93	4.03	16.68	22.50	1.42	17.63	21.96	0.00	0.0000	0.0000	1.9964	17.40	1.54	0.00	0.00	140.61	0.00	159.55	0.00	2.89	0.00	62.88	264.00	0.00	329.77	0.00	3.41	0.00	408.80	311.82	0.00	724.03	0.00	3.66	0.00	796.77	334.98	0.00	1135.41	0.00	3.79	0.00	1217.86	347.23	0.00	1568.88	0.00	3.86	0.00	1521.89	353.37	0.00	1879.12	0.00	3.88	0.00	1707.57	355.24	0.00	2066.70	0.00	3.86	0.00	1721.48	353.37	0.00	2078.71	0.00	3.79	0.00	1648.12	347.23	0.00	1999.15	0.00	3.66	0.00	1354.50	334.98	0.00	1693.15	0.00	3.41	0.00	1016.48	311.82	0.00	1331.71	0.00	2.89	0.00	518.79	264.00	0.00	785.68	0.00	1.54	0.00	53.73	140.61	0.00	195.87	
2	1.00	2.00	0.76	0.00	1.42	17.63	21.96	4.03	16.68	22.50	2.41	15.97	22.53	0.00	0.0000	0.0000	1.7706	25.49	0.87	0.00	0.00	152.47	0.00	178.82	0.00	1.63	0.00	62.04	286.27	0.00	349.94	0.00	1.92	0.00	402.79	338.13	0.00	742.84	0.00	2.06	0.00	757.18	363.24	0.00	1122.49	0.00	2.14	0.00	1208.68	376.53	0.00	1587.35	0.00	2.18	0.00	1519.01	383.18	0.00	1904.37	0.00	2.19	0.00	1710.27	385.21	0.00	2097.68	0.00	2.18	0.00	1772.18	383.18	0.00	2157.54	0.00	2.14	0.00	1652.69	376.53	0.00	2031.36	0.00	2.06	0.00	1302.61	363.24	0.00	1667.92	0.00	1.92	0.00	1000.74	338.13	0.00	1340.79	0.00	1.63	0.00	519.35	286.27	0.00	807.25	0.00	0.87	0.00	56.84	152.47	0.00	210.18	
